Components,Melting Temperature,Delta elec,SMILES
1-(4-methylpentyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,276.3,3.4,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC(CCCN1C=[N+](C=C1)C)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,268.5,3.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,261.9,3.4,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)N1C=[N+](C=C1)C
1-heptyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,272.2,3.4,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCC)N1C=[N+](C=C1)C
1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide,282.1,3.4,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CN1C=[N+](C=C1)C(C)C
1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide,256.9,3.4,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C(C)C)N1C=[N+](C=C1)C
1-(5-methylhexyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,284.3,3.4,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC(CCCCN1C=[N+](C=C1)C)C
1-(3-methylbutyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,273.1,3.4,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.CC(CCN1C=[N+](C=C1)C)C
1-methyl-1-pentylpiperidinium bromide,446.8,0.41,[Br-].C[N+]1(CCCCC1)CCCCC
4-methyl-4-propylmorpholinium bromide,453.94,0.41,[Br-].C[N+]1(CCOCC1)CCC
4-butyl-4-methylmorpholinium bromide,484.47,0.41,[Br-].C(CCC)[N+]1(CCOCC1)C
4-methyl-4-pentylmorpholinium bromide,467.0,0.41,[Br-].C[N+]1(CCOCC1)CCCCC
1-propylpyridinium dicyanamide,281.27,0.0,[N-](C#N)C#N.C(CC)[N+]1=CC=CC=C1
1-ethylpyridinium dicyanamide,239.96,0.0,[N-](C#N)C#N.C(C)[N+]1=CC=CC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,294.1,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-decyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,274.1,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCC)[N+]1=CNC=C1
1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,279.1,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1
1-methyl-1-propyl-piperidinium chloride,498.4,0.5,[Cl-].C[N+]1(CCCCC1)CCC
1-butylpyridinium chloride,405.4,0.5,[Cl-].C(CCC)[N+]1=CC=CC=C1
choline bromide,581.6,0.5,[Br-].OCC[N+](C)(C)C
trimethylbenzylammonium chloride,509.2,0.5,[Cl-].C[N+](CC1=CC=CC=C1)(C)C
tetrapropylammonium chloride,502.4,0.5,[Cl-].C(CC)[N+](CCC)(CCC)CCC
beta.-methylcholine chloride,442.0,0.5,
tetraethylammonium chloride,535.4,0.5,[Cl-].C(C)[N+](CC)(CC)CC
1-(2-((3-fluoro-4-methylphenyl)amino)-2-oxoethyl)-4-methylpyridin-1-ium trifluoroacetate,331.6,1.1,FC(C(=O)[O-])(F)F.FC=1C=C(C=CC1C)NC(C[N+]1=CC=C(C=C1)C)=O
1-(2-((2-fluoro-4-iodophenyl)amino)-2-oxoethyl)-3-methylpyridin-1-ium hexafluorophosphate,328.6,1.1,F[P-](F)(F)(F)(F)F.FC1=C(C=CC(=C1)I)NC(C[N+]1=CC(=CC=C1)C)=O
1-(2-((2-fluoro-4-iodophenyl)amino)-2-oxoethyl)-4-methylpyridin-1-ium hexafluorophosphate,326.6,1.1,F[P-](F)(F)(F)(F)F.FC1=C(C=CC(=C1)I)NC(C[N+]1=CC=C(C=C1)C)=O
1-(2-((3-fluoro-4-methylphenyl)amino)-2-oxoethyl)-3-methylpyridin-1-ium trifluoroacetate,336.6,1.1,FC(C(=O)[O-])(F)F.FC=1C=C(C=CC1C)NC(C[N+]1=CC(=CC=C1)C)=O
1-(2-((3-fluoro-4-methylphenyl)amino)-2-oxoethyl)-3-methylpyridin-1-ium hexafluorophosphate,343.6,1.1,F[P-](F)(F)(F)(F)F.FC=1C=C(C=CC1C)NC(C[N+]1=CC(=CC=C1)C)=O
1-(2-((3-fluoro-4-methylphenyl)amino)-2-oxoethyl)-4-methylpyridin-1-ium hexafluorophosphate,339.6,1.1,F[P-](F)(F)(F)(F)F.FC=1C=C(C=CC1C)NC(C[N+]1=CC=C(C=C1)C)=O
1-ethyl-3-methylimidazolium dicyanamide,266.0,2.0,[N-](C#N)C#N.C(C)N1C=[N+](C=C1)C
"3-(2,3-bis(tetradecylthio)propyl)-1-methylimidazolium bis(trifluoromethanesulfonyl)amide",285.9,1.1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCCCC)SC(C[N+]1=CN(C=C1)C)CSCCCCCCCCCCCCCC
"3-(2,3-bis(dodecylthio)propyl)-1-methylimidazolium bis(trifluoromethanesulfonyl)amide",272.4,1.1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)SC(C[N+]1=CN(C=C1)C)CSCCCCCCCCCCCC
"3-(2,3-bis(tetradecylthio)propyl)-1-methylimidazolium chloride",328.4,1.1,[Cl-].C(CCCCCCCCCCCCC)SC(C[N+]1=CN(C=C1)C)CSCCCCCCCCCCCCCC
"3-(2,3-bis(dodecylthio)propyl)-1-methylimidazolium chloride",313.9,1.1,[Cl-].C(CCCCCCCCCCC)SC(C[N+]1=CN(C=C1)C)CSCCCCCCCCCCCC
1-dodecyl-3-methyl-2-(thiazol-4-yl)benzimidazolium tetrafluoroborate,329.1,2.0,F[B-](F)(F)F.C(CCCCCCCCCCC)[N+]1=C(N(C2=C1C=CC=C2)C)C=2N=CSC2
1-hexadecyl-3-methyl-2-(thiazol-4-yl)benzimidazolium nitrate,333.1,2.0,[N+](=O)([O-])[O-].C(CCCCCCCCCCCCCCC)[N+]1=C(N(C2=C1C=CC=C2)C)C=2N=CSC2
1-hexadecyl-3-methyl-2-(thiazol-4-yl)benzimidazolium tetrafluoroborate,331.1,2.0,F[B-](F)(F)F.C(CCCCCCCCCCCCCCC)[N+]1=C(N(C2=C1C=CC=C2)C)C=2N=CSC2
3-methyl-1-octadecyl-2-(thiazol-4-yl)benzimidazolium tetrafluoroborate,331.1,2.0,F[B-](F)(F)F.CN1C(=[N+](C2=C1C=CC=C2)CCCCCCCCCCCCCCCCCC)C=2N=CSC2
3-methyl-1-octyl-2-(thiazol-4-yl)benzimidazolium trifluoromethanesulfonate,355.1,2.0,FC(S(=O)(=O)[O-])(F)F.CN1C(=[N+](C2=C1C=CC=C2)CCCCCCCC)C=2N=CSC2
1-decyl-3-methyl-2-(thiazol-4-yl)benzimidazolium trifluoromethanesulfonate,335.1,2.0,FC(S(=O)(=O)[O-])(F)F.C(CCCCCCCCC)[N+]1=C(N(C2=C1C=CC=C2)C)C=2N=CSC2
1-dodecyl-3-methyl-2-(thiazol-4-yl)benzimidazolium trifluoromethanesulfonate,334.1,2.0,FC(S(=O)(=O)[O-])(F)F.C(CCCCCCCCCCC)[N+]1=C(N(C2=C1C=CC=C2)C)C=2N=CSC2
3-methyl-1-tetradecyl-2-(thiazol-4-yl)benzimidazolium trifluoromethanesulfonate,328.1,2.0,FC(S(=O)(=O)[O-])(F)F.CN1C(=[N+](C2=C1C=CC=C2)CCCCCCCCCCCCCC)C=2N=CSC2
1-hexadecyl-3-methyl-2-(thiazol-4-yl)benzimidazolium trifluoromethanesulfonate,323.1,2.0,FC(S(=O)(=O)[O-])(F)F.C(CCCCCCCCCCCCCCC)[N+]1=C(N(C2=C1C=CC=C2)C)C=2N=CSC2
3-methyl-1-octadecyl-2-(thiazol-4-yl)benzimidazolium trifluoromethanesulfonate,337.1,2.0,FC(S(=O)(=O)[O-])(F)F.CN1C(=[N+](C2=C1C=CC=C2)CCCCCCCCCCCCCCCCCC)C=2N=CSC2
3-methyl-1-tetradecyl-2-(thiazol-4-yl)benzimidazolium tetrafluoroborate,333.1,2.0,F[B-](F)(F)F.CN1C(=[N+](C2=C1C=CC=C2)CCCCCCCCCCCCCC)C=2N=CSC2
3-methyl-1-octadecyl-2-(thiazol-4-yl)benzimidazolium nitrate,339.1,2.0,[N+](=O)([O-])[O-].CN1C(=[N+](C2=C1C=CC=C2)CCCCCCCCCCCCCCCCCC)C=2N=CSC2
3-methyl-1-octyl-2-(thiazol-4-yl)benzimidazolium tetrafluoroborate,343.1,2.0,F[B-](F)(F)F.CN1C(=[N+](C2=C1C=CC=C2)CCCCCCCC)C=2N=CSC2
1-decyl-3-methyl-2-(thiazol-4-yl)benzimidazolium tetrafluoroborate,341.1,2.0,F[B-](F)(F)F.C(CCCCCCCCC)[N+]1=C(N(C2=C1C=CC=C2)C)C=2N=CSC2
3-methyl-1-tetradecyl-2-(thiazol-4-yl)benzimidazolium nitrate,334.1,2.0,[N+](=O)([O-])[O-].CN1C(=[N+](C2=C1C=CC=C2)CCCCCCCCCCCCCC)C=2N=CSC2
1-dodecyl-3-methyl-2-(thiazol-4-yl)benzimidazolium nitrate,337.1,2.0,[N+](=O)([O-])[O-].C(CCCCCCCCCCC)[N+]1=C(N(C2=C1C=CC=C2)C)C=2N=CSC2
1-decyl-3-methyl-2-(thiazol-4-yl)benzimidazolium nitrate,342.1,2.0,[N+](=O)([O-])[O-].C(CCCCCCCCC)[N+]1=C(N(C2=C1C=CC=C2)C)C=2N=CSC2
3-methyl-1-octyl-2-(thiazol-4-yl)benzimidazolium nitrate,346.1,2.0,[N+](=O)([O-])[O-].CN1C(=[N+](C2=C1C=CC=C2)CCCCCCCC)C=2N=CSC2
N-(2-aminoethyl)hexan-1-aminium bis((trifluoromethyl)sulfonyl)amide,291.45,0.4,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.NCC[NH2+]CCCCCC
"N-ethyl-N,N-dimethylprop-2-en-1-aminium dicyanamide",240.2,2.0,[N-](C#N)C#N.C(C)[N+](CC=C)(C)C
"N-ethyl-N,N-dimethylprop-2-en-1-aminium bis((trifluoromethyl)sulfonyl)amide",284.1,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C
"N-ethyl-N,N-dimethylprop-2-en-1-aminium trifluoromethanesulfonate",262.1,2.0,FC(S(=O)(=O)[O-])(F)F.C(C)[N+](CC=C)(C)C
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,281.6,1.2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-ethyl-3-methylimidazolium dicyanamide,263.6,1.1,[N-](C#N)C#N.C(C)N1C=[N+](C=C1)C
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,282.1,1.1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
2-fluoropyridinium triflate,299.1,2.0,[O-]S(=O)(=O)C(F)(F)F.FC1=[NH+]C=CC=C1
1-butyl-1-methylpyrrolidinium bis((perfluoroethyl)sulfonyl)amide,279.0,2.0,FC(C(F)(F)F)(S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,264.0,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,276.0,2.0,
1-butyl-1-methylpyrrolidinium dicyanamide,228.0,2.0,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,264.0,2.0,FC(S(=O)(=O)[O-])(F)F.C(CCC)[N+]1(CCCC1)C
1-(2-methoxyethyl)-1-methylpyrrolidinium bis(fluorosulfonyl)amide,275.0,2.0,FS(=O)(=O)[N-]S(=O)(=O)F.COCC[N+]1(CCCC1)C
"1-butyl-1-methylpyrrolidinium cyclohexafluoropropane-1,3-bis(sulfonyl)imide",292.0,2.0,
1-(2-methoxyethyl)-1-methylpyrrolidinium tetrafluoroborate,286.0,2.0,F[B-](F)(F)F.COCC[N+]1(CCCC1)C
1-(2-methoxyethyl)-1-methylpyrrolidinium hexafluorophosphate,307.0,2.0,F[P-](F)(F)(F)(F)F.COCC[N+]1(CCCC1)C
"N-adamantyl-N,N-dimethyl-N-decylammonium bis(trifluoromethylsulfonyl)imide",324.4,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C12(CC3CC(CC(C1)C3)C2)[N+](CCCCCCCCCC)(C)C
"N-adamantyl-N,N-dimethyl-N-dodecylammonium bis(trifluoromethylsulfonyl)imide",319.4,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C12(CC3CC(CC(C1)C3)C2)[N+](CCCCCCCCCCCC)(C)C
"N-adamantyl-N,N-dimethyl-N-octylammonium bis(trifluoromethylsulfonyl)imide",311.9,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C12(CC3CC(CC(C1)C3)C2)[N+](CCCCCCCC)(C)C
"N-adamantyl-N,N-dimethyl-N-hexylammonium bis(trifluoromethylsulfonyl)imide",303.8,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C12(CC3CC(CC(C1)C3)C2)[N+](CCCCCC)(C)C
"N-adamantyl-N,N-dimethyl-N-butylammonium bis(trifluoromethylsulfonyl)imide",326.8,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C12(CC3CC(CC(C1)C3)C2)[N+](CCCC)(C)C
"N-adamantyl-N,N-dimethyl-N-ethylammonium bis(trifluoromethylsulfonyl)imide",390.9,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C12(CC3CC(CC(C1)C3)C2)[N+](CC)(C)C
"N-adamantyl-N,N,N-trimethylammonium bis(trifluoromethylsulfonyl)imide",370.35,0.5,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C12(CC3CC(CC(C1)C3)C2)[N+](C)(C)C
"N-adamantyl-N,N-dimethyl-N-dodecylammonium bis(fluorosulfonyl)amide",375.4,5.0,FS(=O)(=O)[N-]S(=O)(=O)F.C12(CC3CC(CC(C1)C3)C2)[N+](CCCCCCCCCCCC)(C)C
"N-adamantyl-N,N-dimethyl-N-decylammonium bis(fluorosulfonyl)amide",365.9,5.0,FS(=O)(=O)[N-]S(=O)(=O)F.C12(CC3CC(CC(C1)C3)C2)[N+](CCCCCCCCCC)(C)C
"N-adamantyl-N,N-dimethyl-N-octylammonium bis(fluorosulfonyl)amide",349.4,5.0,FS(=O)(=O)[N-]S(=O)(=O)F.C12(CC3CC(CC(C1)C3)C2)[N+](CCCCCCCC)(C)C
"N-adamantyl-N,N-dimethyl-N-hexylammonium bis(fluorosulfonyl)amide",340.8,5.0,FS(=O)(=O)[N-]S(=O)(=O)F.C12(CC3CC(CC(C1)C3)C2)[N+](CCCCCC)(C)C
"N-adamantyl-N,N-dimethyl-N-butylammonium bis(fluorosulfonyl)amide",338.4,5.0,FS(=O)(=O)[N-]S(=O)(=O)F.C12(CC3CC(CC(C1)C3)C2)[N+](CCCC)(C)C
"N-adamantyl-N,N,N-trimethylammonium bis(fluorosulfonyl)amide",351.45,0.5,FS(=O)(=O)[N-]S(=O)(=O)F.C12(CC3CC(CC(C1)C3)C2)[N+](C)(C)C
"N-adamantyl-N,N-dimethyl-N-decylammonium trifluoromethanesulfonate",377.4,5.0,FC(S(=O)(=O)[O-])(F)F.C12(CC3CC(CC(C1)C3)C2)[N+](CCCCCCCCCC)(C)C
hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,301.9,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+](C)(C)C
tetrapentylammonium bromide,374.9,0.4,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
tetrapentylammonium bromide,375.1,1.1,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
tetrapentylammonium bromide,375.0,1.0,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
tetrahexylammonium bromide,370.6,8.1,[Br-].C(CCCCC)[N+](CCCCCC)(CCCCCC)CCCCCC
tetrapentylammonium bromide,374.8,1.3,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
tetrapentylammonium bromide,375.9,1.3,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
tetrapentylammonium bromide,375.0,1.1,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
tetrapentylammonium bromide,374.8,1.1,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
tetrapentylammonium bromide,375.1,1.1,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
N-butyl-N-methylpiperidinium bromide,513.82,0.7,[Br-].C(CCC)[N+]1(CCCCC1)C
1-butylpyridinium bromide,376.83,0.7,[Br-].C(CCC)[N+]1=CC=CC=C1
butyltriethyl ammonium bromide,490.02,0.7,[Br-].C(CCC)[N+](CC)(CC)CC
N-ethyl-N-methylpiperidinium bromide,382.39,0.7,[Br-].C(C)[N+]1(CCCCC1)C
butyltriethyl ammonium bromide,490.1,0.5,[Br-].C(CCC)[N+](CC)(CC)CC
1-(3-hydroxypropyl)-3-methylimidazolium stearate,338.8,1.1,C(CCCCCCCCCCCCCCCCC)(=O)[O-].OCCCN1C=[N+](C=C1)C
1-(3-hydroxypropyl)-3-methylimidazolium palmitate,331.4,1.1,C(CCCCCCCCCCCCCCC)(=O)[O-].OCCCN1C=[N+](C=C1)C
1-(3-hydroxypropyl)-3-methylimidazolium myristate,324.1,1.1,C(CCCCCCCCCCCCC)(=O)[O-].OCCCN1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium tetradecanoate,318.4,1.1,C(CCCCCCCCCCCCC)(=O)[O-].C(C)N1C=[N+](C=C1)C
1-(2-hydroxyethyl)-3-methylimidazolium stearate,339.4,1.1,C(CCCCCCCCCCCCCCCCC)(=O)[O-].OCCN1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium stearate,333.9,1.1,C(CCCCCCCCCCCCCCCCC)(=O)[O-].C(C)N1C=[N+](C=C1)C
1-(2-hydroxyethyl)-3-methylimidazolium myristate,325.8,1.1,C(CCCCCCCCCCCCC)(=O)[O-].OCCN1C=[N+](C=C1)C
1-(2-hydroxyethyl)-3-methylimidazolium palmitate,335.6,1.1,C(CCCCCCCCCCCCCCC)(=O)[O-].OCCN1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium palmitate,326.9,1.1,C(CCCCCCCCCCCCCCC)(=O)[O-].C(C)N1C=[N+](C=C1)C
"1,1'-(ethane-1,2-diyl)bis(3-(3-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)thio)propyl)-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)imide",338.1,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CN1C=[N+](C=C1)CCCSCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N1C=[N+](C=C1)CCCSCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F
"1,1'-(decane-1,10-diyl)bis(3-(3-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)thio)propyl)-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)imide",290.1,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCCCCCCN1C=[N+](C=C1)CCCSCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N1C=[N+](C=C1)CCCSCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F
"1,3-bis(3-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)thio)propyl)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide",353.0,0.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.FC(CCSCCCN1C=[N+](C=C1)CCCSCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
"3-(3-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)thio)propyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide",281.1,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.FC(CCSCCC[N+]1=CN(C=C1)C)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
"3-(2,3-bis((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)thio)propyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide",320.1,5.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.FC(CCSC(C[N+]1=CN(C=C1)C)CSCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
1-butyl-1-methylpyrrolidinium tricyanomethanide,266.7,1.1,C(#N)[C-](C#N)C#N.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,258.3,1.1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,253.5,1.1,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
1-(4-ethoxy-4-oxobutyl)-1-methylpyrrolidinium bromide,346.1,1.0,[Br-].C(C)OC(CCC[N+]1(CCCC1)C)=O
"N,N,N-triethyl(4-ethoxy-4-oxobutyl)-1-aminium bromide",351.1,1.0,
"N,N,N-tri(n-butyl)(4-ethoxy-4-oxobutyl)-1-phosphonium bromide",361.1,1.0,
"N,N,N-tri(n-butyl)(4-ethoxy-4-oxobutyl)-1-aminium bromide",363.1,1.0,
"N,N,N-tri(n-propyl)(4-ethoxy-4-oxobutyl)-1-aminium bromide",352.1,1.0,
ethanolammonium nitrate,323.1,2.0,
"(S)-2-(ethoxycarbonyl)-1,1-diethylpyrrolidin-1-ium bromide",376.0,2.0,[Br-].C(C)OC(=O)[C@H]1[N+](CCC1)(CC)CC
"(S)-2-(methoxycarbonyl)-1,1-dimethylpyrrolidin-1-ium iodide",377.0,2.0,[I-].COC(=O)[C@H]1[N+](CCC1)(C)C
"(S)-2-(methoxycarbonyl)-1,1-dimethylpyrrolidin-1-ium methylsulfate",230.4,2.0,COS(=O)(=O)[O-].COC(=O)[C@H]1[N+](CCC1)(C)C
1-ethyl-3-methylimidazolium bromide,350.2,0.7,[Br-].C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,327.4,0.7,CC1=CC=C(C=C1)S(=O)(=O)[O-].C(C)N1C=[N+](C=C1)C
tetrabutylammonium chloride,350.1,2.0,[Cl-].C(CCC)[N+](CCCC)(CCCC)CCCC
N-ethyl-N-methylpyrrolidinium bis(fluorosulfonyl)amide,474.0,2.0,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[N+]1(CCCC1)C
sodium bis(fluorosulfonyl)amide,391.0,2.0,FS(=O)(=O)[N-]S(=O)(=O)F.[Na+]
1-methyl-3-(4'-vinylbenzyl)imidazolium bis(trifluoromethanesulfonyl)amide,311.9,1.1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CN1C=[N+](C=C1)CC1=CC=C(C=C1)C=C
4-methyl-4-(4'-vinylbenzyl)morpholinium bis(trifluoromethanesulfonyl)amide,349.4,1.1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCOCC1)CC1=CC=C(C=C1)C=C
tri-n-butyl(4-vinylbenzyl)ammonium bis(trifluoromethanesulfonyl)amide,337.4,3.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+](CC1=CC=C(C=C1)C=C)(CCCC)CCCC
1-(4'-vinylbenzyl)pyridinium bis(trifluoromethanesulfonyl)amide,323.4,1.1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(=C)C1=CC=C(C[N+]2=CC=CC=C2)C=C1
"1,1'-(hexane-1,6-diyl)bis(3-methyl-1H-imidazol-3-ium) bromide",388.6,1.1,[Br-].C(CCCCCN1C=[N+](C=C1)C)N1C=[N+](C=C1)C.[Br-]
"1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",407.7,1.1,[Br-].[Br-].C(CCCCN1C=[N+](C=C1)C)N1C=[N+](C=C1)C
"1,1'-(butane-1,4-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",431.5,1.1,[Br-].[Br-].C(CCCN1C=[N+](C=C1)C)N1C=[N+](C=C1)C
"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",445.9,1.1,[Br-].[Br-].C[N+]1=CN(C=C1)CCCN1C=[N+](C=C1)C
